field7,field8,error_code
AUTHNEGATIVE,002 | Field [cvv] with value [11] has been rejected. Cause: Invalid CVV format. Must be 3 or 4 digits or blank.,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [12] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,91 | Issuer unavailable or switch inoperative,E000      
AUTHNEGATIVE,Blc|204 | Exception occured durinf retry with Enquiry API,E1703     
AUTHNEGATIVE,IRI | UNKNOWN,E500      
AUTHNEGATIVE,VerifyOTP Failure - 450 : INVALID OTP,E1903     
AUTHNEGATIVE,62 | Restricted card,E000      
AUTHPOSITIVE,00 | Approved or completed successfully,E000      
AUTHPOSITIVE,AUTHENTICATION_SUCCESSFUL | 100,E000      
AUTHPOSITIVE,0 | ,E000      
AUTHNEGATIVE,12 | Invalid transaction | Decline - General decline of the card. No other information provided by the issuing bank.,E207      
AUTHNEGATIVE,62 | Restricted card,E1626     
AUTHNEGATIVE,"N7 | Negative online CAM, dCVV, iCVV, CVV, or CAVV results or Offline | Decline - Invalid Card Verification Number (CVN).",E1632     
AUTHNEGATIVE,83 | Fraud/Security (Mastercard use only),E1703     
AUTHNEGATIVE,54 | Expired card | Decline - Expired card. You might also receive this if the expiration date you provided does not match the date the issuing bank has on file.,E311      
AUTHNEGATIVE,05 | Do not honour,E1703     
AUTHNEGATIVE,93 | Transaction cannot be completed; violation of law,E325      
AUTHNEGATIVE,Marking transaction as dropped - CS,E231      
AUTHNEGATIVE,J | UNKNOWN,E500      
AUTHNEGATIVE,155008 | Verification data failed,E1903     
AUTHNEGATIVE,63 | Security violation,E312      
AUTHNEGATIVE,15051 | no sufficient funds,E713      
AUTHNEGATIVE,57 | Transaction not permitted to cardholder,E1642     
AUTHNEGATIVE,P9 | Enter lesser amount,E9253     
AUTHNEGATIVE,3DS201 | Card authentication failed,E213      
AUTHNEGATIVE,Initiate Failure,E1903     
AUTHNEGATIVE,15062 | you are using restricted card,E1626     
AUTHNEGATIVE,51,E706      
AUTHNEGATIVE,15059 | transaction declined fraud is suspected,E338      
AUTHNEGATIVE,DECLINED | DAGGREJECTED | Acquirer or another higher control Denies processing of transactions based on Custom Rules Set,E1903     
AUTHNEGATIVE,RNF | Request Not Found,E231      
AUTHERROR,AUTHORIZATION_FAILED_BY_BANK,E1903     
AUTHNEGATIVE,"34 |  Suspected Fraud, Retain Card | Soft Decline - The authorization request was approved by the issuing bank but declined by CyberSource because it did not pass the Address Verification Service (AVS) check.",E324      
AUTHNEGATIVE,73 | Authorisation declined by bank,E1903     
AUTHNEGATIVE,"10024 | Merchant 27186005 is DISABLED, please contact PG admin",E1101     
AUTHNEGATIVE,88 | Authorisation declined by bank,E9225     
AUTHNEGATIVE,03 | Invalid merchant or service provider,E341      
AUTHNEGATIVE,"82 |  Negative online CAM, dCVV, iCVV, CVV, or CAVV results or Offlin | Decline - Invalid Card Verification Number (CVN).",E313      
AUTHNEGATIVE,Cancel api failed with response decision as  and reason code ,E1206     
AUTHNEGATIVE,10004 | Internal Server Error,E1617     
AUTHNEGATIVE,13 | Invalid amount (currency conversion field overflow) or amount exceeds maximum for card program,E715      
AUTHNEGATIVE,53 | No Savings Account,E707      
AUTHNEGATIVE,96 | System malfunction | We encountered a problem with Rupay processor: SYSTEM ERROR,E4158     
AUTHNEGATIVE,46 | Authorisation declined by bank,E717      
AUTHNEGATIVE,43 | Stolen Card - Pick Up | Decline - Stolen or lost card.,E310      
AUTHNEGATIVE,15012 | Cant find the transaction,E1903     
AUTHNEGATIVE,Blc| | Blc|,E000      
AUTHNEGATIVE,GW00881 | Invalid card holder name,E1903     
AUTHNEGATIVE,001 | Shop 49520910 has been closed.,E1903     
AUTHNEGATIVE,,E214      
AUTHNEGATIVE,12 | Invalid Transaction,E1703     
AUTHNEGATIVE,15091 | Issuer or switch is inoperative,E1653     
AUTHNEGATIVE,55 | INVALID_PIN,E1703     
AUTHNEGATIVE,5111 | Transaction failed. ECI1 and ECI6 transactions are not supported by merchant.,E1903     
AUTHNEGATIVE,12009 | ACQUIRER_TIMEOUT,E1903     
AUTHNEGATIVE,O8 | Do not retry,E1903     
AUTHNEGATIVE,Blc|102 | Blc|currency parameter is missing or invalid,E1703     
AUTHNEGATIVE,T1 | Payment Gateway timed out,E1903     
AUTHNEGATIVE,12001 | Mobile number record not found/ mis-match,E205      
AUTHNEGATIVE,41 | Lost card,E310      
AUTHNEGATIVE,Authorise Failure : 59 : DECLINED (fraud),E1903     
AUTHNEGATIVE,NPCI453 | NPCI453 - Exhausted OTP resend count,E500      
AUTHNEGATIVE,42 | No universal account,E1703     
AUTHNEGATIVE,51 | NON SUFFICIENT FUNDS,E706      
AUTHNEGATIVE,CI | Compliance error code for issuer | We encountered a problem with Rupay processor: Issuer Compliance,E9232     
AUTHNEGATIVE,"10024 | duplicate request, another txn already processing with same details",E231      
AUTHNEGATIVE,79 | Life cycle (Mastercard use only),E1703     
AUTHNEGATIVE,55 | Invalid PIN | Decline - Inactive card or card not authorized for card-not-present transactions.,E710      
AUTHNEGATIVE,63 | Security violation,E1703     
AUTHNEGATIVE,91 | Issuer or switch inoperative,E1703     
AUTHPOSITIVE,Transaction successful,
AUTHNEGATIVE,IER | Internal error,E1905     
AUTHNEGATIVE,Authorise Failure : 93 : Transaction cannot be completed,E1903     
AUTHNEGATIVE,15012 | AUTHORIZATION_FAILED_BY_BANK,E1903     
AUTHNEGATIVE,03 | Invalid merchant,E1703     
AUTHNEGATIVE,,E702      
AUTHNEGATIVE,"36 | Restricted Card, Retain Card",E1626     
AUTHNEGATIVE,55 | Invalid PIN,E710      
AUTHNEGATIVE,2032 | AUTHORIZATION_FAILED_BY_BANK | We encountered a problem with Rupay processor: Invalid tavv value,E1903     
AUTHNEGATIVE,13 | Invalid amount | We encountered a problem with Rupay processor: Amount Error,E715      
AUTHNEGATIVE,DECAUTH | UNKNOWN,E500      
AUTHNEGATIVE,16010 | AUTHORIZATION_FAILED_BY_BANK,E1903     
AUTHNEGATIVE,06 | Payment could not be authorised ,E1903     
AUTHNEGATIVE,51 | Retry the transaction later,E231      
AUTHNEGATIVE,002 | Invalid or missing token cryptogram,E1903     
AUTHNEGATIVE,Blc|102 | Blc|CVV/CVV2 is invalid. Please check and try again.,E1703     
AUTHNEGATIVE,13004 | Issuer Declined,E231      
AUTHNEGATIVE,13004 | Issuer Declined,E1206     
AUTHNEGATIVE,NPCI07 | NPCI07 - Invalid Parameter Value - otp,E500      
AUTHNEGATIVE,15075 | AUTHORIZATION_FAILED_BY_BANK,E1903     
AUTHNEGATIVE,BANK_DENIED,E000      
AUTHNEGATIVE,94 | Duplicate Transmission,E504      
AUTHNEGATIVE,6P | Authorisation declined by bank,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [99] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,CM90004 | DUPLICATE TRANSACTION REQUEST,E1903     
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||8004|V|C| | UNKNOWN,E500      
AUTHNEGATIVE,GW00856 | Invalid cvv,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [46] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,"43 | Stolen Card, Pick up",E1703     
AUTHNEGATIVE,VerifyOTP Failure - 96 : SYSTEM ERROR,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [21] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,15058 | DECLINED (not terminal),E348      
AUTHNEGATIVE,001 | Field [amount] with value [50] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,12008 | Txn not permitted to acquirer,E1903     
AUTHNEGATIVE,12001 | Bank not supported by switch,E205      
AUTHNEGATIVE,400 | GENERAL ERROR | We encountered a problem with Rupay processor: GENERAL ERROR,E4933     
AUTHNEGATIVE,CTO | Network Connect Time Out,E1639     
AUTHNEGATIVE,00 | Approved or completed successfully,E000      
AUTHNEGATIVE,05 | Do not honour,E231      
AUTHNEGATIVE,N/A | UNKNOWN,E1206     
AUTHNEGATIVE,001 | Field [amount] with value [73] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHERROR,Cancel api failed with response decision as DECLINED and reason code ,E312      
AUTHERROR,AUTHORIZATION_FAILED_BY_BANK,E000      
AUTHERROR,"Cannot invoke ""com.payu.cardsservice.cards.dto.response.common.FormPost.getPostUri()"" because the return value of ""com.payu.cardsservice.cards.dto.response.common.Data.getFormPost()"" is null",E231      
AUTHNEGATIVE,IPAY0100159 - External message system error,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [29] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [77] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,15056 | No card so declined,E1903     
AUTHNEGATIVE,Blc|204 | Error occured while preparing Auth Request Rounding necessary,E1703     
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||0070|V|C| | UNKNOWN,E500      
AUTHPOSITIVE,No Error,E231      
AUTHNEGATIVE,10004 | Internal Server Error,E1703     
AUTHNEGATIVE,001 | Shop 34028879 has been closed.,E1903     
AUTHNEGATIVE,16012 | Amount limit exceeded by merchant bank,E1903     
AUTHNEGATIVE,T5 | Check for New information before retry,E231      
AUTHNEGATIVE,8 | Transaction Timed Out,E000      
AUTHNEGATIVE, | ,
AUTHNEGATIVE,15056 | AUTHORIZATION_FAILED_BY_BANK,E1903     
AUTHNEGATIVE,VerifyOTP Failure - 400 : General Error,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [8] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [91] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHPOSITIVE,0 | ,E501      
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||5700|M|C| | UNKNOWN,E500      
AUTHNEGATIVE,14 | Invalid card number (no such Number),E1632     
AUTHNEGATIVE,201 | DAGGREJECTED | Acquirer or another higher control Denies processing of transactions based on Custom Rules Set,E1903     
AUTHNEGATIVE,IPAY0100207 - Bin range not enabled,E1903     
AUTHNEGATIVE,"10024 | Couldn't verify the card, card number seems to be invalid",E1101     
AUTHNEGATIVE,16011 | AUTHORIZATION_FAILED_BY_BANK,E1903     
AUTHNEGATIVE,01 | Authorisation declined by bank,E348      
AUTHNEGATIVE,14 | 3DS timeout,E231      
AUTHNEGATIVE,,
AUTHNEGATIVE,75 | Allowable number of PIN tries exceeded | Allowable number of PIN entry tries exceeded.,E708      
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E310      
AUTHNEGATIVE,DUE | Charge status: DUE,E231      
AUTHNEGATIVE,IPAY0100348 | IPAY0100348-Problem occured while doing Authentication,E500      
AUTHNEGATIVE,3DS214 | UNKNOWN,E500      
AUTHNEGATIVE,15 | No such issuer,E305      
AUTHNEGATIVE,9107 | 9107,E500      
AUTHNEGATIVE,NPCI07 | NPCI07 - Invalid Parameter Value - card_cvd,E500      
AUTHNEGATIVE,51 | Insufficient funds/over credit limit / Not sufficient funds,E000      
AUTHNEGATIVE,15399 | system unavailable,E1001     
AUTHNEGATIVE,15 | Invalid issuer | No such issuer,E305      
AUTHNEGATIVE,75 | Allowable number of PIN tries exceeded,E1703     
AUTHNEGATIVE,410 | Error - General system failure,E309      
AUTHNEGATIVE,CM90004 | CM90004-Duplicate Record,E500      
AUTHNEGATIVE,GW00852 | Invalid card number,E1903     
AUTHNEGATIVE,96 | SYSTEM ERROR,E4158     
AUTHNEGATIVE,34 | Suspected Fraud—Pick Up,E324      
AUTHNEGATIVE,06 | Authorisation declined by bank,E1903     
AUTHNEGATIVE,407 | UNKNOWN,E500      
AUTHNEGATIVE,GW00854 | Card expired,E1903     
AUTHNEGATIVE,Blc|204 | Bad Input Data in Request|Bad Card Number passed! 19,E1703     
AUTHNEGATIVE,15 | Invalid issuer,E305      
AUTHNEGATIVE,9002 | 9002,E500      
AUTHNEGATIVE,0494 | AUTHORIZATION_FAILED_BY_BANK | Declined - One or more fields in the request contains invalid data.,E1903     
AUTHNEGATIVE,Authorise Failure : 91 : Issuer not available,E1903     
AUTHNEGATIVE,83 | Unable to verify PIN,E324      
AUTHNEGATIVE,400 | GENERAL ERROR,E1206     
AUTHNEGATIVE,ISSPMR | UNKNOWN,E500      
AUTHNEGATIVE,Blc|204 | Bad Input Data in Request|Card Association Not Allowed !,E1703     
AUTHNEGATIVE,"10024 | Merchant 33656046 is DISABLED, please contact PG admin",E1101     
AUTHNEGATIVE,IPAY0200085 | IPAY0200085-Rupay Initiate Failure,E500      
AUTHNEGATIVE,92 | Destination cannot be found for routing / Unable to route transa | We encountered a problem with Rupay processor: NO ROUTING AVAILABLE,E225      
AUTHNEGATIVE,VerifyOTP Failure - 452 : Exhausted OTP verification,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [9] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,Issuer or switch inoperative,E1903     
AUTHNEGATIVE,05 | Do not honor | Decline - General decline of the card. No other information provided by the issuing bank.,EX149     
AUTHNEGATIVE,13006,E706      
AUTHNEGATIVE,001 | Field [amount] with value [72] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,002 | Field [cvv] with value [49] has been rejected. Cause: Invalid CVV format. Must be 3 or 4 digits or blank.,E1903     
AUTHNEGATIVE,IPAY0100295 - Problem occured during ALT ID Generation,E1903     
AUTHNEGATIVE,001 | Shop 58005474 has been closed.,E1903     
AUTHNEGATIVE,CANCELLED,E1903     
AUTHNEGATIVE,Invalid Transaction,E1903     
AUTHNEGATIVE,31 | Bank Not Supported by Switch,E9254     
AUTHNEGATIVE,001 | Field [amount] with value [65] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [78] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,05 | Do not honor,E231      
AUTHNEGATIVE,001 | Field [amount] with value [17] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,TF | UNKNOWN,E1206     
AUTHNEGATIVE,O6 | UNKNOWN,E500      
AUTHNEGATIVE,10004 | INTERNAL_SERVER_ERROR,E1206     
AUTHNEGATIVE,001 | Field [amount] with value [79] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,75 | Authorisation declined by bank,E708      
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E4158     
AUTHNEGATIVE,Warning: 490 Missing or Invalid Merchant Category Code,E1903     
AUTHNEGATIVE,30052 | Communication Error,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [90] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHPOSITIVE,No Error,E1101     
AUTHNEGATIVE,Blc|204 | Response unknown - Value '27490524597' is invalid. Order already has an existing successful initial transaction,E1703     
AUTHNEGATIVE,NPCI01 | NPCI01 - Missing Parameter tranCtx,E500      
AUTHPOSITIVE,APPROVED,E000      
AUTHPOSITIVE,Transaction successful,E000      
AUTHNEGATIVE,AUTHORIZATION_FAILED_BY_BANK,E1903     
AUTHNEGATIVE,Cancel api failed with response decision as  and reason code ,E231      
AUTHNEGATIVE,155009 | Transaction cannot be completed - violation of law,E1903     
AUTHNEGATIVE,78 | Invalid/nonexistent account specified (general) | Decline - General decline of the card. No other information provided by the issuing bank.,E1625     
AUTHNEGATIVE,59 | Suspected fraud | Decline - General decline of the card. No other information provided by the issuing bank.,E324      
AUTHNEGATIVE,15057 | DECLINED (not cardholder),E348      
AUTHNEGATIVE,51 | Insufficient funds/over credit limit / Not sufficient funds,E706      
AUTHNEGATIVE,65 | Authorisation declined by bank,E909      
AUTHNEGATIVE,Not sufficient funds,E706      
AUTHNEGATIVE,9G | AUTHORIZATION_FAILED_BY_BANK | Decline - Blocked by cardholder/contact cardholder.,E1903     
AUTHNEGATIVE,13004 | Issuer Declined,E1703     
AUTHNEGATIVE,15005 | command not authorized,E1903     
AUTHNEGATIVE,"62 | Restricted card (for example, in Country Exclusion table)",E1626     
AUTHNEGATIVE,155007 | Blocked first used-transaction from new cardholder and card not properly unblocked,E1703     
AUTHNEGATIVE,GW00462 | Invalid Tranportal Password.,E1903     
AUTHNEGATIVE,04 | Pick Up Card | Decline - Stolen or lost card.,E310      
AUTHNEGATIVE,04 | Pick Up Card,E310      
AUTHNEGATIVE,41 | Lost Card - Pick Up | Decline - Stolen or lost card.,E310      
AUTHNEGATIVE,15096 | SYSTEM ERROR or PREVIOUSLY AUTHORIZED or PREVIOUSLY DECLINED,E335      
AUTHNEGATIVE,Expired card,E1903     
AUTHNEGATIVE,87 | Bad Track Data,E9224     
AUTHNEGATIVE,59 | Authorisation declined by bank,E324      
AUTHNEGATIVE,15061 | DECLINED (exceeds with),E310      
AUTHNEGATIVE,12001 | Pick-up,E205      
AUTHNEGATIVE,TF | UNKNOWN,E231      
AUTHNEGATIVE,13008 | Suspected fraud | Suspected fraud,E1903     
AUTHNEGATIVE,"34 |  Suspected Fraud, Retain Card",E324      
AUTHERROR,,E231      
AUTHNEGATIVE,Blc|204 | Issuer Declined|Issuer Declined,E1703     
AUTHNEGATIVE,54 | Expired card,E311      
AUTHNEGATIVE,6P | AUTHORIZATION_FAILED_BY_BANK | Account number did not pass a verification check,E1903     
AUTHNEGATIVE,Invalid card number,E1903     
AUTHNEGATIVE,Blc|204 | UnMapped Error Code from Wibmo|Suspected fraud,E1703     
AUTHNEGATIVE,41 | Pickup card (lost card),E310      
AUTHNEGATIVE,Do not honour,E1903     
AUTHNEGATIVE,Blc|204 | UnMapped Error Code from Wibmo|Blocked first used-transaction from new cardholder and card not properly unblocked,E1703     
AUTHNEGATIVE,06 | Payment could not be authorised  | Error:More info is available in reply field 48,E1903     
AUTHNEGATIVE,62,E1626     
AUTHNEGATIVE,41 | Lost Card - Pick Up,E310      
AUTHNEGATIVE,"10024 | duplicate request, another txn already processing with same details",E1101     
AUTHERROR,Cancel api failed with response decision as  and reason code ,E312      
AUTHNEGATIVE,5102 | Transaction failed. ECI-7 transactions are not supported by merchant.,E1903     
AUTHNEGATIVE,75 | Allowable number of PIN tries exceeded | Decline - Inactive card or card not authorized for card-not-present transactions.,E708      
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E1642     
AUTHNEGATIVE,55 | Incorrect PIN,E710      
AUTHNEGATIVE,GV00013 | Invalid payment id,E000      
AUTHPOSITIVE,AUTHORISED,E000      
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E313      
AUTHNEGATIVE,12002 | Acquirer Timeout,E1650     
AUTHNEGATIVE,Transaction not permitted to cardholder,E1903     
AUTHNEGATIVE,16011 | Compliance error code for issuer,E1903     
AUTHNEGATIVE,TXN_PND | UNKNOWN,E231      
AUTHNEGATIVE,05 | Do not honor,E000      
AUTHNEGATIVE,"82 | Negative CAM, dCVV, iCVV, or CVV results",E313      
AUTHNEGATIVE,15014 | card number is wrong,E1903     
AUTHNEGATIVE,Closed Account,E1903     
AUTHNEGATIVE,001 | Shop 96574493 has been closed.,E1903     
AUTHNEGATIVE,Blc|204 | Bad Input Data in Request|Internal Server Error,E1703     
AUTHNEGATIVE,10024 | Amount should be greater than or equal to 1 rs,E1703     
AUTHNEGATIVE,DUE | CardVerificationFailed- Invalid card number / CVV / expiry date,E1903     
AUTHNEGATIVE,9005 | 9005,E500      
AUTHNEGATIVE,001 | Shop 72364500 has been closed.,E1903     
AUTHNEGATIVE,39 | No Credit Account | Decline - Invalid Card Verification Number (CVN).,E707      
AUTHNEGATIVE,15075 | pin exceeded,E1903     
AUTHNEGATIVE,50305 | Referenced transaction is not in the correct transaction state,E231      
AUTHNEGATIVE,82 | Authorisation declined by bank,E313      
AUTHNEGATIVE,001 | Field [amount] with value [49] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,"002 | Internal server error, it's not you it's us! An alert has been dispatched to our team.",E1903     
AUTHNEGATIVE,001 | Field [amount] with value [2] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,Blc|204 | Bad Input Data in Request|Amount should be greater than or equal to 1 rs,E1703     
AUTHNEGATIVE,R1 | AUTHORIZATION_FAILED_BY_BANK | Decline - General decline of the card. No other information provided by the issuing bank.,E1903     
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E305      
AUTHNEGATIVE,F | UNKNOWN,E500      
AUTHNEGATIVE,001 | Field [amount] with value [1] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,Invalid UDF3 Original Amount. | UNKNOWN,E500      
AUTHNEGATIVE,Invalid Amount,E1903     
AUTHNEGATIVE,Blc|102 | Blc|cardNo parameter is missing,E1703     
AUTHNEGATIVE,42 | No Universal Account,E9252     
AUTHNEGATIVE,NOT CAPTURED,E1903     
AUTHNEGATIVE,"10024 | duplicate request, another txn already SUCCESS with same details",E1101     
AUTHNEGATIVE,"10024 | Merchant 43211737 is DISABLED, please contact PG admin",E1101     
AUTHNEGATIVE,410 | UNKNOWN,E500      
AUTHNEGATIVE,3DS219 | UNKNOWN,E500      
AUTHNEGATIVE,Allowable number of PIN tries exceeded,E1903     
AUTHNEGATIVE,10024 | Internal Server Error,E1703     
AUTHNEGATIVE,UNKNOWN_ERROR,E502      
AUTHNEGATIVE,Pick up card,E1903     
AUTHNEGATIVE,10024 | Not a token card txn but cryptogram is sent in request,E1101     
AUTHNEGATIVE,001 | Shop 20917640 has been closed.,E1903     
AUTHERROR,Cancel api failed with response decision as  and reason code ,E000      
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E1632     
AUTHERROR,Invalid Otp,E1617     
AUTHNEGATIVE,91 | Authorisation declined by bank,E4158     
AUTHNEGATIVE,Error - General system failure,E309      
AUTHNEGATIVE,62 | DECLINED (restricted card),E1626     
AUTHNEGATIVE,UNKNOWN_ERROR,E000      
AUTHNEGATIVE,13006 | Issuer Insufficient Funds,E231      
AUTHNEGATIVE,10004 | INTERNAL_SERVER_ERROR,E231      
AUTHERROR,AUTHORIZATION_FAILED_BY_BANK,E231      
AUTHNEGATIVE,001 | Field [amount] with value [92] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,10024 | We do not support this type of card! Please try another card.,E1703     
AUTHNEGATIVE,Invalid / Missing Field :: tokenReferenceId | UNKNOWN,E500      
AUTHNEGATIVE,SCA required under PSD2,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [82] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,NPCI454 | NPCI454 - Duplicate requestID,E500      
AUTHNEGATIVE,001 | Field [amount] with value [64] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,12001 | Restricted card,E205      
AUTHNEGATIVE,10024 | Bad Expiry Year passed!,E1101     
AUTHNEGATIVE,13006 | Issuer Insufficient Funds | Issuer Insufficient Funds,E706      
AUTHNEGATIVE,12001 | No such issuer,E205      
AUTHNEGATIVE,15410 | invalid bin or error with check bin,E1903     
AUTHNEGATIVE,10004 | Encryption Of Sensitive Information Failed,E1617     
AUTHNEGATIVE,GenerateOtp Failure - 400 : General Error,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [28] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,Blc|204 | Response unknown - Value 'ANG' is invalid. Invalid Alpha Currency Code [ANG],E1703     
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E9252     
AUTHNEGATIVE,56 | No card record,E4346     
AUTHNEGATIVE,rupay response Timeout,E1903     
AUTHNEGATIVE,IPAY0200301 | IPAY0200301-Invalid transaction details,E500      
AUTHNEGATIVE,UNKNOWN_ERROR,E1602     
AUTHNEGATIVE,INVALID_REQUEST | Invalid credentials.,E202      
AUTHNEGATIVE,N0 | Unable to authorize,E9240     
AUTHNEGATIVE,50716 | Transaction declined. 3D Secure authentication failed.,E1206     
AUTHNEGATIVE,90 | Cut-off in Progress,E9227     
AUTHNEGATIVE,155009 | Transaction cannot be completed - violation of law,E231      
AUTHNEGATIVE,410 | AUTHORIZATION_FAILED_BY_BANK | We encountered a problem with Rupay processor: Invalid BIN,E1903     
AUTHNEGATIVE,NOT CAPTURED,E308      
AUTHNEGATIVE,15041 | DECLINED(lost card),E310      
AUTHNEGATIVE,GenerateOtp Failure - 56 : DECLINED (no card),E1903     
AUTHNEGATIVE,15013 | amount error,E220      
AUTHNEGATIVE,61 | DECLINED (Exceeds withdrawal amount limit),E909      
AUTHNEGATIVE,M6 | Compliance error code for LMM,E1642     
AUTHNEGATIVE,50715 | Referenced transaction not found,E1903     
AUTHNEGATIVE,GenerateOtp Failure - 453 : Exhausted OTP resend count,E1903     
AUTHNEGATIVE,IPAY0100180 - Authentication not available.,E1903     
AUTHNEGATIVE,400 | GENERAL ERROR,E231      
AUTHNEGATIVE,54 | EXPIRED CARD,E311      
AUTHNEGATIVE,58 | Transaction not permitted to acquirer/terminal,E1642     
AUTHNEGATIVE,15001 | Some parameters are missing. Please check / contact the merchant ,E330      
AUTHNEGATIVE,001 | Shop 44800153 has been closed.,E1903     
AUTHNEGATIVE,"10024 | Merchant 81543186 is DISABLED, please contact PG admin",E1101     
AUTHNEGATIVE,12001 | Transactions declined by Issuer based on Risk Score,E205      
AUTHNEGATIVE,001 | Field [amount] with value [84] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,Error - The request was received but there was a server timeout.,E208      
AUTHNEGATIVE,IPAY0100049 | IPAY0100049-Transaction Declined Due To Exceeding OTP Resend Attempts,E500      
AUTHNEGATIVE,Invalid Otp,E000      
AUTHNEGATIVE,20 | Invalid response | Decline - General decline of the card. No other information provided by the issuing bank.,E308      
AUTHNEGATIVE,AUTHORIZATION_FAILED_BY_BANK,E000      
AUTHNEGATIVE,15014 | AUTHORIZATION_FAILED_BY_BANK,E1903     
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E1626     
AUTHNEGATIVE,001 | Shop 61492631 has been closed.,E1903     
AUTHNEGATIVE,50686 | Unable to get payer authentication,E231      
AUTHNEGATIVE,13006 | Issuer Insufficient Funds,E000      
AUTHERROR,50021 | unable to procees the transaction,E1903     
AUTHNEGATIVE,Blc|204 | UnMapped Error Code from Wibmo|Txn not permitted to acquirer,E1703     
AUTHNEGATIVE,59 | DECLINED (fraud),E324      
AUTHNEGATIVE,50686 | Unable to get payer authentication,E1206     
AUTHNEGATIVE,10024 | Invalid Pan,E1101     
AUTHNEGATIVE,Authorise Failure : 05 : Do not honour,E1903     
AUTHNEGATIVE,60 | Contact Card Acquirer,E337      
AUTHNEGATIVE,9004 | 9004,E500      
AUTHNEGATIVE,15001 | missing parameter,E330      
AUTHNEGATIVE,Blc|204 | Response unknown - Value 'CPM04002' is invalid. No valid Merchant Acquirer Relationship available,E1703     
AUTHNEGATIVE,70 | PIN data required,E1629     
AUTHNEGATIVE,399 | SYSTEM UNAVALIABLE,E1642     
AUTHNEGATIVE,50715 | Referenced transaction not found,E1206     
AUTHNEGATIVE,Tokenization failed | Tokenization failed,E500      
AUTHNEGATIVE,AUTHORIZATION_FAILED_BY_BANK,E231      
AUTHNEGATIVE,96 | Authorisation declined by bank,E4158     
AUTHNEGATIVE,001 | Field [amount] with value [4] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,No Card Record,E4346     
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||6404|V|C| | UNKNOWN,E500      
