field7,field8,error_code
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E312      
AUTHNEGATIVE,INVALID | INVALID_REQUEST sourceOfFunds.provided.card.expiry.month,E1903     
AUTHNEGATIVE,69 | Mobile number record not found / mis-match,E9221     
AUTHNEGATIVE,30051 | Communication Error,E1903     
AUTHNEGATIVE,,E1903     
AUTHNEGATIVE,UNKNOWN_ERROR,E1206     
AUTHNEGATIVE,INVALID_REQUEST | Invalid credentials.,E231      
AUTHNEGATIVE,Blc|204 | Retrying due to IO Error at server,E1703     
AUTHNEGATIVE,Invalid credentials.,E1601     
AUTHNEGATIVE,R0 | AUTHORIZATION_FAILED_BY_BANK | Decline - General decline of the card. No other information provided by the issuing bank.,E1903     
AUTHNEGATIVE,10004 | The transaction is restricted for the card issued country Belgium byZOMATO. Please use another card issued in another country  or contact ZOMATO,E1617     
AUTHNEGATIVE,Authorise Failure : 54 : EXPIRED CARD,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [5] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [47] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,20 | Invalid response,E308      
AUTHNEGATIVE,63,
AUTHNEGATIVE,INVALID_REQUEST | Value 'PAY' is invalid. Pay request not permitted for this merchant.,E202      
AUTHNEGATIVE,001 | Field [amount] with value [24] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [16] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,NPCI408 | NPCI408 - XML Data Error - Invalid Parameter Value - cvd2,E500      
AUTHNEGATIVE,001 | Field [amount] with value [93] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,92 | Destination cannot be found for routing,E225      
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||0963|V|C| | UNKNOWN,E500      
AUTHNEGATIVE,GenerateOtp Failure - 454 : Duplicate requestID,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [74] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||4864|M|C| | UNKNOWN,E500      
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||0305|M|C| | UNKNOWN,E500      
AUTHNEGATIVE,002 | Field [expMonth] with value [null] has been rejected. Cause: expMonth cannot be null,E1903     
AUTHNEGATIVE,01 | 3DS rejected by bank,E231      
AUTHNEGATIVE,Blc|204 | Response unknown - Value 'CPM04007' is invalid. No valid Merchant Acquirer Relationship available,E1703     
AUTHNEGATIVE,"07 | Pick Up Card, Special Conditions",E310      
AUTHNEGATIVE,"Blc|204 | Response unknown - Value '441322xxxxxx4708' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E1703     
AUTHNEGATIVE,001 | Field [amount] with value [31] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||9617|R|C| | UNKNOWN,E500      
AUTHNEGATIVE,62 | Restricted card,E231      
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E341      
AUTHNEGATIVE,"86 | Cannot verify PIN | Cannot verify PIN; for example, no PVV",E4519     
AUTHNEGATIVE,155008 | Verification data failed,E1703     
AUTHNEGATIVE,50686 | Unable to get payer authentication,E1703     
AUTHNEGATIVE,Blc|204 | Transaction failed. Please try again later.,E1703     
AUTHNEGATIVE,13004,E329      
AUTHNEGATIVE,13006 | Issuer Insufficient Funds,E1206     
AUTHNEGATIVE,ISSHNM | Hash Mismatched with Issuer,E1703     
AUTHNEGATIVE,001 | Field [amount] with value [85] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,NPCI07 | NPCI07 - Invalid Parameter Valuetoken_authenticationValue,E500      
AUTHNEGATIVE,"Blc|204 | Response unknown - Value '411634xxxxxx3518' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E1703     
AUTHNEGATIVE,Invalid credentials.,E502      
AUTHNEGATIVE,14001,E214      
AUTHERROR,00 | Successful approval/completion or that V.I.P. PIN verification is valid,E1617     
AUTHNEGATIVE,01 | 3DS authentication failed,E348      
AUTHNEGATIVE,57 | Transaction not permitted to cardholder,E231      
AUTHNEGATIVE,50698 | The transaction type of the referenced transaction is incompatible with the current transaction.,E1703     
AUTHNEGATIVE,001 | Field [amount] with value [44] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,0 | Transaction Completed,E000      
AUTHNEGATIVE,1 | AUTHORIZATION_FAILED_BY_BANK,E207      
AUTHNEGATIVE,92 | Destination cannot be found for routing / Unable to route transa | Payment processor error Receiving institution ID is invalid,E225      
AUTHPOSITIVE,,
AUTHNEGATIVE,07,E310      
AUTHNEGATIVE,001 | Field [amount] with value [14] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,Restricted card,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [66] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||1283|V|C| | UNKNOWN,E500      
AUTHNEGATIVE,41 | DECLINED (lost card),E310      
AUTHNEGATIVE,VerifyOTP Failure - 451 : EXPIRED OTP,E1903     
AUTHNEGATIVE,BNF | Bin Not Found,E4934     
AUTHNEGATIVE,Authorise Failure : 400 : General Error,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [56] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,001 | Shop does not exist,E1903     
AUTHNEGATIVE,96 | System malfunction | We encountered a problem with Rupay processor: PREVIOUSLY AUTHORIZED,E4158     
AUTHNEGATIVE,INVALID_REQUEST | Value '2761054499...2948666861' is invalid. The transaction is in an invalid state.,E202      
AUTHNEGATIVE,UNKNOWN_ERROR,E1601     
AUTHNEGATIVE,500 | SYSTEM_ERROR | Request failed due to system error.,E1903     
AUTHNEGATIVE,86 | ATM Malfunction,E4519     
AUTHNEGATIVE,001 | Field [amount] with value [33] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,"INVALID_REQUEST | Value '2765245982...3181662693' is invalid. Only authentication.3ds2.transactionStatus values of ""Y"", ""N"", ""U"", ""I"" or ""A"" may be provided on a financial transaction",E231      
AUTHNEGATIVE,10024 | MRN passed in request is duplicate,E000      
AUTHNEGATIVE,Blc|399 | Blc|,E1642     
AUTHNEGATIVE,001 | Field [amount] with value [70] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,,E308      
AUTHNEGATIVE,001 | Field [amount] with value [19] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,13008,E214      
AUTHNEGATIVE,62 | Restricted card,E1206     
AUTHNEGATIVE,"Blc|204 | Response unknown - Value '472425xxxxxx6095' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E1703     
AUTHNEGATIVE,30 | Authorisation declined by bank,E2102     
AUTHNEGATIVE,HOST TIMEOUT,E308      
AUTHNEGATIVE,GenerateOtp Failure - 93 : Ecommerce Not Enabled,E1903     
AUTHNEGATIVE,"10024 | duplicate request, another txn already SUCCESS with same details",E000      
AUTHNEGATIVE,DUE | Charge status: DUE,E000      
AUTHNEGATIVE,INVALID_REQUEST | Missing parameter. Transaction source must be INTERNET or MERCHANT for payments using a scheme token.,E202      
AUTHNEGATIVE,NPCI451 | NPCI451 - EXPIRED OTP,E500      
AUTHNEGATIVE,GW00859 | Invalid expiry month and year,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [25] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,10024 | MRN passed in request is duplicate,E231      
AUTHNEGATIVE,Authorise Failure : 51 : NON SUFFICIENT FUNDS,E1903     
AUTHNEGATIVE,M6 | Compliance error code for LMM | We encountered a problem with Rupay processor: Compliance error code for LMM,E1642     
AUTHNEGATIVE,001 | Field [amount] with value [6] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,50716 | Transaction declined. 3D Secure authentication failed.,E1703     
AUTHNEGATIVE,,E308      
AUTHNEGATIVE,399 | SYSTEM UNAVALIABLE | We encountered a problem with Rupay processor: SYSTEM UNAVALIABLE,E1642     
AUTHNEGATIVE,91 | Issuer not available,E4158     
AUTHNEGATIVE,Blc|204 | UnMapped Error Code from Wibmo|Verification data failed,E1703     
AUTHNEGATIVE,15 | Invalid issuer | Decline - Issuing bank unavailable.,E305      
AUTHNEGATIVE,O8 | Do not retry,E231      
AUTHNEGATIVE,Refer to card issuer,E1903     
AUTHNEGATIVE,06 | Error,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [40] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [38] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,52 | No Checking Account | Payment processor error No checking account,E707      
AUTHNEGATIVE,47 | BIN is blocked,E1903     
AUTHNEGATIVE,13004 | Issuer Declined,E000      
AUTHNEGATIVE,L3 | International Acceptance not enabled,E9239     
AUTHNEGATIVE,41,E310      
AUTHNEGATIVE,Cryptogram Expired | UNKNOWN,E500      
AUTHPOSITIVE,Transaction successful,E231      
AUTHNEGATIVE,74 | Decline - Generic Decline.,E329      
AUTHNEGATIVE,Blc|204 | Bad Input Data in Request|amount string should not be 0 or contain negative values,E1703     
AUTHNEGATIVE,87 | Bad Track Data,E231      
AUTHNEGATIVE,10004 | Encryption Of Sensitive Information Failed,E231      
AUTHNEGATIVE,001 | Shop 37793871 has been closed.,E1903     
AUTHPOSITIVE,AUTHORIZED,E1903     
AUTHNEGATIVE,12001 | Duplicate transmission,E205      
AUTHNEGATIVE,002 | Field [cvv] with value [67] has been rejected. Cause: Invalid CVV format. Must be 3 or 4 digits or blank.,E1903     
AUTHNEGATIVE,10024 | Not a token card txn but cryptogram is sent in request,E231      
AUTHNEGATIVE,400 | GENERAL ERROR | We encountered a problem with Rupay processor: General Error,E4933     
AUTHNEGATIVE,001 | Field [amount] with value [41] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,02 | UNKNOWN,E500      
AUTHNEGATIVE,91 | Issuer not available,E231      
AUTHNEGATIVE,78 | Invalid/nonexistent account specified (general),E1625     
AUTHNEGATIVE,10024 | ALT ID PAN should not be blank or empty,E1101     
AUTHNEGATIVE,NPCI96 | NPCI96 - SYSTEM ERROR,E000      
AUTHNEGATIVE,UNKNOWN_ERROR,E501      
AUTHNEGATIVE,Transaction not allowed with clear card number | UNKNOWN,E500      
AUTHNEGATIVE,14 | Invalid card number (no such number),E231      
AUTHNEGATIVE,T1 | Direct Authorize charge status check failed,E1903     
AUTHNEGATIVE,42 | No Universal Amount,E9252     
AUTHNEGATIVE,001 | Field [amount] with value [18] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,56 | No Card Record | Decline - Invalid account number,E4346     
AUTHNEGATIVE,15055 | wrong pin entered,E313      
AUTHNEGATIVE,T1 | Direct Authorize charge status check failed,E000      
AUTHNEGATIVE,Blc|204 | Internal Server Error|Internal Server Error,E1703     
AUTHNEGATIVE,D2 | UNKNOWN,E500      
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||6409|V|C| | UNKNOWN,E500      
AUTHNEGATIVE,Authorise Failure : 75 : Allowable number of PIN tries exceeded,E1903     
AUTHNEGATIVE,96 | Session expired for this transaction,E4158     
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||7634|V|C| | UNKNOWN,E500      
AUTHNEGATIVE,13007 | INVALID CVV2 | INVALID CVV2,E1903     
AUTHNEGATIVE,92 | Unable to route transaction,E1703     
AUTHNEGATIVE,Blc|204 | Response unknown - Value '0.00' is invalid. Amount must be greater than zero,E1703     
AUTHNEGATIVE,91 | Issuer unavailable or switch inoperative,E231      
AUTHNEGATIVE,55 | Authorisation declined by bank,E710      
AUTHNEGATIVE,001 | Field [amount] with value [86] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,001 | Field [amount] with value [95] has been rejected. Cause: Amount should be numeric and at least 100,E1903     
AUTHNEGATIVE,89 | TID not present on host,E9226     
AUTHNEGATIVE,T8 | Invalid account,E1703     
AUTHNEGATIVE,O6 | Suspected Fraud. Do not retry,E231      
AUTHERROR,,E1206     
AUTHNEGATIVE,Invalid Input Parameter For Tokenized Transaction:T||1964|M|C| | UNKNOWN,E500      
AUTHNEGATIVE,Cancel api failed with response decision as  and reason code ,E1611     
